FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
854,6,"847
282
331
1765
1115
60756","Numenius madagascariensis
Macrotis lagotis
Dasyurus hallucatus
Chelonia mydas
Aipysurus apraefrontalis
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Greater Bilby
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Short-nosed Seasnake
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawf",2633660507.39453,703108.883779507
855,6,"847
282
83091
1765
1115
60756","Numenius madagascariensis
Macrotis lagotis
Trichosurus vulpecula arnhemensis
Chelonia mydas
Aipysurus apraefrontalis
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Greater Bilby
Northern Brushtail Possum
Green Turtle
Short-nosed Seasnake
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",357511859.197266,103467.640289851
856,6,"847
282
83091
331
1765
60756","Numenius madagascariensis
Macrotis lagotis
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus
Chelonia mydas
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Greater Bilby
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern",291608146.960938,79970.6633697997
857,6,"847
85104
66240
1765
1767
68751","Numenius madagascariensis
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast population)","Eastern Curlew, Far Eastern Curlew
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Grey Nurse Sha",683739211.292969,188496.058875129
858,6,"847
758
282
1765
1115
60756","Numenius madagascariensis
Polytelis alexandrae
Macrotis lagotis
Chelonia mydas
Aipysurus apraefrontalis
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Princess Parrot, Alexandra's Parrot
Greater Bilby
Green Turtle
Short-nosed Seasnake
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",588759709.605469,171324.081975551
859,6,"847
758
282
83091
1765
60756","Numenius madagascariensis
Polytelis alexandrae
Macrotis lagotis
Trichosurus vulpecula arnhemensis
Chelonia mydas
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Princess Parrot, Alexandra's Parrot
Greater Bilby
Northern Brushtail Possum
Green Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",195427815.333984,90769.2485630193
860,9,"1001
847
942
744
85104
66240
1765
1767
68751","Botaurus poiciloptilus
Numenius madagascariensis
Erythrotriorchis radiatus
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast popul","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Red Goshawk
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Olive Ridle",103310376.582031,58145.6717171496
861,8,"1001
847
90381
82338
744
85104
1765
68751","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Chelonia mydas
Carcharias taurus (east coast population)","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Green Turtle
Grey Nurse S",1504115953.625,465939.39526191
862,8,"1001
847
90381
82338
744
85104
96
1765","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Chelonia mydas","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookil",607842213.398438,264275.496586379
863,8,"1001
847
90381
82338
85104
96
1765
68751","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Anthochaera phrygia
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Chelonia mydas
Carcharias taurus (east coast population)","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Regent Honeyeater
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
Green Turtl",38232955.3828125,24870.0487578299
864,9,"847
942
82338
85104
331
66240
1765
1767
68751","Numenius madagascariensis
Erythrotriorchis radiatus
Anthochaera phrygia
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast popula","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Regent Honeyeater
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
White's Sea",34231637.2109375,23432.2703536871
865,9,"847
942
19162
85104
331
66240
1765
1767
68751","Numenius madagascariensis
Erythrotriorchis radiatus
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast pop","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
White's Seahorse",103006874.351563,46940.98739997
866,10,"1001
847
82338
744
19162
67178
85104
66240
1765
68751","Botaurus poiciloptilus
Numenius madagascariensis
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Davidsonia johnsonii
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Hippocampus whitei
Chelonia mydas
Carcharias taurus (","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Regent Honeyeater
Swift Parrot
Native Guava
Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum
Koala (combined populations of Queensland, New South Wales and the Australian Capi",141378130.265625,60364.5444087227
867,10,"1001
847
82338
744
19162
67178
86084
85104
1765
1767","Botaurus poiciloptilus
Numenius madagascariensis
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Davidsonia johnsonii
Phyllodes imperialis smithersi
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Chelonia mydas
Lepidoc","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Regent Honeyeater
Swift Parrot
Native Guava
Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum
Pink Underwing Moth
Koala (combined populations of Queensland, New South Wales and",35310729.875,23820.0165892515
868,7,"1001
847
90381
744
1828
333
96","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Lathamus discolor
Litoria raniformis
Dasyurus viverrinus
Pseudomys novaehollandiae","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eastern Quoll, Luaner
New Holland Mouse,",994966781.546875,286302.662002787
869,7,"1001
847
90381
747
25982
1828
87645","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Calyptorhynchus banksii graptogyne
Litoria raniformis
Miniopterus orianae bassanii","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
South-eastern Red-tailed Black-Cockatoo
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden B",157364445.117188,50536.4764779556
870,7,"1001
847
90381
747
744
64415
1828","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Lathamus discolor
Astacopsis gouldi
Litoria raniformis","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Swift Parrot
Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster
Growling Grass Frog, Southern Bell Frog,  Green and Gold",450468942.484375,162621.634597447
871,8,"1001
942
82338
744
19162
86084
85104
331","Botaurus poiciloptilus
Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Phyllodes imperialis smithersi
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Australasian Bittern
Red Goshawk
Regent Honeyeater
Swift Parrot
Native Guava
Pink Underwing Moth
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimanga",277392454.523438,105480.578162944
872,8,"1001
942
82338
744
19162
86084
85104
96","Botaurus poiciloptilus
Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Phyllodes imperialis smithersi
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Australasian Bittern
Red Goshawk
Regent Honeyeater
Swift Parrot
Native Guava
Pink Underwing Moth
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",70255857.4726563,34886.2792077798
873,8,"1001
942
82338
85104
66240
1765
1767
68751","Botaurus poiciloptilus
Erythrotriorchis radiatus
Anthochaera phrygia
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast population)","Australasian Bittern
Red Goshawk
Regent Honeyeater
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtl",34777477.84375,23628.4051783422
874,8,"1001
847
82338
744
85104
96
66240
1765","Botaurus poiciloptilus
Numenius madagascariensis
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae
Hippocampus whitei
Chelonia mydas","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila
White's Seahorse, Crowned Seahorse, Sydney",36845812.9882813,24371.6121535447
875,8,"1001
847
82338
744
96
66240
1765
68751","Botaurus poiciloptilus
Numenius madagascariensis
Anthochaera phrygia
Lathamus discolor
Pseudomys novaehollandiae
Hippocampus whitei
Chelonia mydas
Carcharias taurus (east coast population)","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Regent Honeyeater
Swift Parrot
New Holland Mouse, Pookila
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Grey Nurse Shark (east coast population)",36702149.7851563,24319.9901973919
876,8,"1001
847
82338
744
19162
67178
86084
85104","Botaurus poiciloptilus
Numenius madagascariensis
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Davidsonia johnsonii
Phyllodes imperialis smithersi
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Regent Honeyeater
Swift Parrot
Native Guava
Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum
Pink Underwing Moth
Koala (combined populations of Queensland, New South Wales and",35293898.4257813,23813.9686094906
877,8,"1001
847
90381
747
82338
744
64420
1828","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Anthochaera phrygia
Lathamus discolor
Megascolides australis
Litoria raniformis","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Regent Honeyeater
Swift Parrot
Giant Gippsland Earthworm
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swa",79116457.421875,50692.5084174017
878,8,"1001
847
90381
747
906
82338
744
1828","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Pedionomus torquatus
Anthochaera phrygia
Lathamus discolor
Litoria raniformis","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Plains-wanderer
Regent Honeyeater
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, G",1694414468.61719,477336.357392771
879,8,"1001
847
90381
747
906
82338
1828
76211","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Pedionomus torquatus
Anthochaera phrygia
Litoria raniformis
Lachnagrostis adamsonii","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Plains-wanderer
Regent Honeyeater
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Fr",78682223.0546875,39404.5295125397
880,8,"1001
847
90381
747
906
25982
82953
87645","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Pedionomus torquatus
Calyptorhynchus banksii graptogyne
Hyridella glenelgensis
Miniopterus orianae bassanii","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Plains-wanderer
South-eastern Red-tailed Black-Cockatoo
Glenelg Freshwater Mussel
Southern Bent-wing Bat",78844050.5625,39462.678436556
881,8,"1001
847
90381
747
906
25982
1828
87645","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Neophema chrysogaster
Pedionomus torquatus
Calyptorhynchus banksii graptogyne
Litoria raniformis
Miniopterus orianae bassanii","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Orange-bellied Parrot
Plains-wanderer
South-eastern Red-tailed Black-Cockatoo
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swam",118442514.3125,50633.6328140573
882,10,"1001
847
942
82338
744
19162
85104
331
1765
1767","Botaurus poiciloptilus
Numenius madagascariensis
Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Chelonia mydas
Lepidochelys","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Red Goshawk
Regent Honeyeater
Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijinga",658420647.734375,264737.387541753
883,10,"1001
847
942
82338
744
19162
85104
66240
1765
1767","Botaurus poiciloptilus
Numenius madagascariensis
Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Hippocampus whitei
Chelonia mydas
Lepidochelys o","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Red Goshawk
Regent Honeyeater
Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
White's Seahorse, Crowned Seahorse, Sydney Se",140123265.292969,83745.7974301
884,10,"1001
847
942
82338
744
19162
86084
85104
1765
1767","Botaurus poiciloptilus
Numenius madagascariensis
Erythrotriorchis radiatus
Anthochaera phrygia
Lathamus discolor
Rhodomyrtus psidioides
Phyllodes imperialis smithersi
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Chelonia mydas
Le","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Red Goshawk
Regent Honeyeater
Swift Parrot
Native Guava
Pink Underwing Moth
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Green Turtle
Olive Ridley",70338058.1015625,36406.2517019746
885,10,"1001
847
942
82338
19162
85104
66240
1765
1767
68751","Botaurus poiciloptilus
Numenius madagascariensis
Erythrotriorchis radiatus
Anthochaera phrygia
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea
Carcharias","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Red Goshawk
Regent Honeyeater
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green",243646076.148438,119585.296481802
886,7,"1001
847
90381
744
1828
333
83756","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus
Lathamus discolor
Litoria raniformis
Dasyurus viverrinus
Thymichthys politus","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eastern Quoll, Luaner
Red Handfish",1100292347.73438,202571.628494018
